TotalPop,Female,Male,Asian,NonHispA,White,NonHispW,Am_Indian,Hawaii_PI,TotalHisp,NonHispB,Black,OtherRace,Bachelor,Associate,Master,HighSch,College,9_12Grade,Less9Grade,25_Older,Pop5Plus,CashAssis,BelowPover,MedianInco,Unemployed,BornForeig,ArmedForce,WithChild,Married,Profession,insurance,Disabili,NAME,state,county,tract
2794,1520,1274,270,254,870,353,35,50,2069,4,4,670,243,240,77,456,352,215,111,1967,2711,140,103,97188,72,936,17,373,1166,425,2648,322,Census Tract 133.12; San Diego County; California,6,73,13312
3893,1921,1972,1127,1061,943,831,0,0,1575,154,154,431,924,289,400,250,517,53,4,2613,3650,47,328,139476,41,1062,50,603,1852,815,3686,348,Census Tract 133.15; San Diego County; California,6,73,13315
7733,3803,3930,1977,1854,2371,1657,44,0,3564,386,386,886,1470,505,633,447,1207,106,55,4638,6908,322,403,141364,209,1962,234,1237,3538,1969,7362,485,Census Tract 133.16; San Diego County; California,6,73,13316
16919,8145,8774,5653,5453,4247,2177,0,91,7816,782,989,1514,2832,930,1422,1640,2381,614,103,10626,15751,543,1022,139464,575,5501,837,2792,7768,3689,15595,698,Census Tract 133.17; San Diego County; California,6,73,13317
7687,3780,3907,2043,2043,1888,691,0,0,3553,517,563,1139,1311,292,447,569,1558,126,37,4605,7363,62,160,151302,76,2427,32,1162,2893,1769,7422,394,Census Tract 133.18; San Diego County; California,6,73,13318
8534,3974,4560,1586,1586,2488,1803,28,0,3587,874,874,1005,2097,726,539,494,909,255,0,5782,8237,276,356,145256,118,2169,297,1169,3852,2264,7705,889,Census Tract 133.19; San Diego County; California,6,73,13319
6850,3661,3189,1395,1395,2328,1458,21,33,2927,673,673,551,1257,318,594,418,821,97,72,3984,6087,215,242,123000,109,1614,635,1208,3013,1400,6118,393,Census Tract 133.20; San Diego County; California,6,73,13320
8375,4490,3885,2081,2016,2596,1246,120,0,3752,766,766,1455,1660,748,604,695,630,108,49,4949,7776,254,782,148068,228,2052,644,1391,3277,1847,7447,690,Census Tract 133.21; San Diego County; California,6,73,13321
4594,2213,2381,1067,1067,1105,684,0,0,1599,480,480,669,1146,196,342,424,400,104,0,2633,4246,0,26,166563,89,1429,19,755,2335,1239,4516,670,Census Tract 133.22; San Diego County; California,6,73,13322
7172,3642,3530,1828,1703,1362,611,13,171,4085,527,527,1874,1172,507,306,878,1225,71,62,4549,6870,161,317,167715,103,2403,378,947,3498,1635,6487,487,Census Tract 133.23; San Diego County; California,6,73,13323
2349,1030,1319,372,331,511,437,6,84,997,370,370,425,583,300,42,185,278,22,19,1491,2284,24,3,125244,33,345,150,336,1160,450,1990,228,Census Tract 133.24; San Diego County; California,6,73,13324
5764,3611,2153,1141,1055,1050,595,0,0,2614,1405,1405,1286,451,490,414,263,945,98,70,3718,5374,136,724,82529,171,1681,101,628,1894,1087,5205,536,Census Tract 133.25; San Diego County; California,6,73,13325
3860,2083,1777,1206,1206,1013,469,26,0,2137,12,12,216,1097,215,379,86,858,13,63,2922,3780,44,35,179425,188,1571,18,365,1861,1323,3677,265,Census Tract 133.26; San Diego County; California,6,73,13326
5851,2648,3203,2073,2024,1269,790,16,3,2640,193,209,1339,2071,759,109,269,682,97,107,4296,5447,161,494,144328,56,2411,21,789,3073,2007,5502,446,Census Tract 133.27; San Diego County; California,6,73,13327
4670,2472,2198,135,102,2274,1307,158,0,3144,0,0,609,656,606,283,459,879,100,86,3356,4371,216,286,134358,153,829,49,535,1927,934,4535,626,Census Tract 134.01; San Diego County; California,6,73,13401
6105,2839,3266,794,753,2421,1611,117,0,2959,387,387,1181,941,776,298,572,947,370,31,4364,5746,191,309,108590,145,1280,73,687,2596,1130,5636,536,Census Tract 134.09; San Diego County; California,6,73,13409
4838,2590,2248,599,572,2094,1625,20,0,2391,31,31,753,1021,385,517,369,708,50,53,3403,4650,32,207,158802,145,888,0,527,2584,1270,4723,448,Census Tract 134.11; San Diego County; California,6,73,13411
5177,2303,2874,841,815,1796,1229,0,14,2654,143,143,837,1072,342,371,487,762,241,97,3559,4676,236,194,119348,305,1526,157,631,2239,951,4708,605,Census Tract 134.12; San Diego County; California,6,73,13412
7570,3612,3958,1460,1460,2385,1029,0,0,4503,285,330,819,1432,1205,467,421,937,483,20,5432,7060,45,533,143600,250,2450,25,970,3734,2115,7111,537,Census Tract 134.14; San Diego County; California,6,73,13414
1497,690,807,186,186,617,294,0,0,967,6,6,275,326,143,149,140,268,29,0,1121,1446,28,4,160804,8,348,15,153,725,518,1440,153,Census Tract 134.15; San Diego County; California,6,73,13415
4411,2106,2305,627,544,1512,1004,0,0,2391,271,271,1216,641,489,201,499,798,85,126,3032,4109,68,102,122210,77,666,116,533,2162,835,4130,492,Census Tract 134.16; San Diego County; California,6,73,13416
2140,1153,987,418,380,859,593,28,0,1021,29,29,76,484,170,243,224,231,65,8,1489,2032,23,85,152700,67,500,0,212,983,526,2081,212,Census Tract 134.17; San Diego County; California,6,73,13417
5874,3053,2821,1039,1039,2423,1251,12,10,3121,254,254,834,1043,393,358,886,1106,285,71,4337,5774,225,716,82440,654,1552,51,679,2790,1271,5538,563,Census Tract 134.18; San Diego County; California,6,73,13418
3202,1505,1697,590,560,713,491,39,31,1892,75,107,809,466,184,143,254,628,12,8,1931,3037,67,292,127222,82,881,61,454,1290,558,2835,262,Census Tract 134.20; San Diego County; California,6,73,13420
4133,2273,1860,1277,1255,1298,659,0,0,2064,78,84,320,1106,377,395,178,631,79,113,3072,4016,143,286,145000,101,1198,100,498,2016,982,3988,602,Census Tract 134.21; San Diego County; California,6,73,13421
4213,2097,2116,671,671,1468,1298,32,0,2070,30,30,936,765,365,487,180,775,83,15,2978,4132,131,158,149167,170,1003,0,398,2023,974,3886,461,Census Tract 134.22; San Diego County; California,6,73,13422
3315,1860,1455,724,706,1264,577,74,0,1631,181,181,233,758,324,362,180,288,64,14,2118,3218,33,47,144375,23,930,23,529,1501,1125,3089,247,Census Tract 134.23; San Diego County; California,6,73,13423
6647,3135,3512,750,740,2401,1097,43,0,4250,111,132,838,1095,408,326,807,1019,155,73,4357,6119,103,196,160263,495,1284,57,1101,2929,1306,6243,446,Census Tract 134.24; San Diego County; California,6,73,13424
1987,1003,984,276,276,747,509,0,0,977,46,46,315,534,82,227,167,231,50,40,1500,1963,0,51,188339,93,551,2,205,997,639,1917,189,Census Tract 134.25; San Diego County; California,6,73,13425
5992,2870,3122,238,218,3225,2979,58,83,1882,538,651,599,766,536,185,634,1074,159,10,3832,5452,374,719,99470,296,732,264,851,2509,942,5474,586,Census Tract 135.03; San Diego County; California,6,73,13503
3991,1986,2005,376,376,1853,1599,55,25,1086,532,568,161,705,371,369,323,771,138,21,2902,3892,198,101,138304,255,656,8,352,1895,902,3767,367,Census Tract 135.04; San Diego County; California,6,73,13504
5948,3074,2874,315,315,2646,2326,0,70,1673,1078,1078,436,967,605,253,661,1200,176,50,4197,5533,348,823,122422,260,900,167,665,2099,964,5401,567,Census Tract 135.05; San Diego County; California,6,73,13505
4330,2141,2189,313,313,1989,1685,7,28,2066,117,130,1232,402,207,249,587,530,106,174,2791,4119,265,570,102031,136,1388,20,570,2144,630,3975,164,Census Tract 135.06; San Diego County; California,6,73,13506
5475,2830,2645,136,136,3587,2663,65,37,1933,300,300,407,815,432,544,487,1162,114,51,3906,5052,246,395,114656,204,757,36,686,2211,1364,5099,713,Census Tract 136.01; San Diego County; California,6,73,13601
6097,3234,2863,479,479,4441,4225,72,169,784,122,122,143,1049,497,624,576,1004,63,49,4309,5848,249,319,103606,66,1023,83,599,3238,1171,5313,662,Census Tract 136.04; San Diego County; California,6,73,13604
6286,3134,3152,200,200,5092,4903,39,70,712,1,1,178,1337,517,850,460,836,24,85,4487,5961,136,225,157344,47,577,16,809,3223,1479,6219,683,Census Tract 136.05; San Diego County; California,6,73,13605
2301,1288,1013,52,52,1737,1700,0,0,310,94,154,46,217,128,185,257,389,109,0,1539,2167,182,106,80885,141,210,0,256,930,533,2279,507,Census Tract 136.07; San Diego County; California,6,73,13607
3881,1832,2049,172,172,2893,2736,14,51,667,4,4,353,629,316,207,411,437,155,34,2575,3678,239,732,84926,321,993,61,577,1843,579,3625,580,Census Tract 136.08; San Diego County; California,6,73,13608
2393,1220,1173,146,146,1805,1387,14,0,687,27,27,65,569,233,272,157,334,48,19,1749,2285,91,197,120464,37,349,0,237,1104,582,2350,337,Census Tract 137.01; San Diego County; California,6,73,13701
5417,2649,2768,377,377,2802,1526,24,23,2830,497,497,1120,532,328,232,545,1314,218,86,3520,4992,240,517,92566,357,939,112,644,2026,869,4658,589,Census Tract 137.02; San Diego County; California,6,73,13702
5522,2933,2589,386,313,2862,1705,109,0,2667,683,687,531,943,461,242,858,813,144,35,3829,5330,275,1005,82404,209,1424,42,467,2074,864,4877,560,Census Tract 138.01; San Diego County; California,6,73,13801
3261,1720,1541,83,83,905,532,0,0,1918,572,572,561,251,280,58,480,646,162,70,2085,3020,155,359,79583,184,652,22,430,1076,325,2880,658,Census Tract 138.02; San Diego County; California,6,73,13802
3928,2014,1914,393,377,1244,979,16,0,2082,195,216,1615,595,282,128,641,595,81,51,2540,3719,216,209,128289,80,708,61,453,1508,606,3771,622,Census Tract 139.03; San Diego County; California,6,73,13903
4748,2265,2483,517,494,1805,1302,89,0,1935,553,553,661,604,470,445,438,847,105,23,3161,4321,142,155,127019,191,1143,156,561,2135,919,4286,558,Census Tract 139.05; San Diego County; California,6,73,13905
5022,2584,2438,645,598,1972,1463,38,0,1930,584,624,656,586,234,257,719,911,240,133,3295,4632,339,936,70833,200,938,123,516,1375,835,4670,573,Census Tract 139.06; San Diego County; California,6,73,13906
3718,2005,1713,142,142,946,434,92,0,2532,593,611,1450,264,135,23,366,748,372,73,2288,3457,479,636,59621,138,845,112,520,1034,219,2891,628,Census Tract 139.07; San Diego County; California,6,73,13907
4133,1987,2146,307,307,1373,902,150,0,2108,677,677,1090,509,117,107,711,864,282,95,2853,3909,154,379,87188,288,785,28,495,1378,674,3749,377,Census Tract 139.08; San Diego County; California,6,73,13908
4872,2315,2557,425,425,2107,1771,19,11,2308,264,269,1307,581,319,81,968,968,341,96,3706,4768,198,399,96767,365,1108,0,328,1715,650,4255,816,Census Tract 139.09; San Diego County; California,6,73,13909
5064,2814,2250,532,532,1943,1543,142,67,2268,448,466,917,300,317,325,951,1238,127,47,3636,4654,311,603,78529,400,974,128,577,1842,460,4574,805,Census Tract 140.01; San Diego County; California,6,73,14001
4132,2203,1929,328,315,1571,973,33,0,1680,799,799,502,368,172,140,603,921,199,239,2864,4021,277,475,77500,158,791,14,481,1709,667,3783,441,Census Tract 140.02; San Diego County; California,6,73,14002
4050,1929,2121,261,261,1687,1453,101,0,1628,280,280,524,577,392,105,585,932,177,33,2930,3666,176,167,98750,133,386,54,419,1708,695,3715,489,Census Tract 141.01; San Diego County; California,6,73,14101
3368,1663,1705,580,457,602,231,14,0,1528,910,910,491,311,141,214,705,580,130,78,2296,3327,80,378,103617,90,658,14,384,1456,601,3177,316,Census Tract 141.02; San Diego County; California,6,73,14102
7177,3277,3900,1189,888,1919,1575,266,17,3208,1144,1177,1500,706,271,421,1514,1529,209,256,5298,6709,382,716,104693,262,1106,162,823,3040,1411,6686,711,Census Tract 142; San Diego County; California,6,73,14200
4510,2386,2124,287,276,1793,1180,10,39,2289,551,551,647,390,272,165,525,855,253,36,2747,4272,252,494,87547,108,979,38,700,1519,817,3981,592,Census Tract 143; San Diego County; California,6,73,14300
4439,2238,2201,54,54,1581,887,10,0,2228,1074,1082,976,197,389,103,758,932,188,160,3023,4282,562,644,46250,70,765,26,509,917,476,4093,876,Census Tract 144; San Diego County; California,6,73,14400
4019,2127,1892,207,198,1703,1217,8,0,1748,639,639,606,488,346,196,514,796,119,47,2628,3739,184,498,81058,90,660,30,501,1518,562,3769,439,Census Tract 145; San Diego County; California,6,73,14500
4899,2425,2474,153,129,2785,2599,10,0,1567,334,334,692,762,178,206,615,1264,211,214,3704,4699,266,852,71667,137,876,63,516,1695,1223,4443,1199,Census Tract 146.01; San Diego County; California,6,73,14601
5300,2579,2721,421,396,3085,2633,0,77,1333,626,626,273,919,324,483,363,991,68,31,3632,4831,126,139,126628,163,759,202,755,2638,1072,4810,398,Census Tract 146.02; San Diego County; California,6,73,14602
3698,1857,1841,288,177,2202,1969,48,0,926,160,225,309,693,451,235,209,948,74,0,2773,3490,135,367,97788,129,470,11,389,1310,901,3478,396,Census Tract 147.01; San Diego County; California,6,73,14701
4251,2190,2061,660,653,2702,2450,5,21,850,119,119,408,1070,125,204,369,674,164,185,3129,3990,203,87,115790,50,692,54,536,1766,1184,4173,472,Census Tract 147.02; San Diego County; California,6,73,14702
4464,2356,2108,136,136,3272,3129,10,26,821,250,256,387,766,514,276,426,964,227,30,3383,4249,189,487,72500,249,727,0,510,1562,1256,4071,603,Census Tract 148.03; San Diego County; California,6,73,14803
4281,2429,1852,427,427,2763,2625,14,0,593,162,178,182,875,389,525,472,768,8,47,3343,4030,181,309,82625,168,725,2,427,1330,1281,4021,547,Census Tract 148.04; San Diego County; California,6,73,14804
5170,2677,2493,344,331,3305,2975,0,0,1242,436,436,273,1012,517,360,661,876,104,2,3757,4816,150,651,94479,185,681,134,599,2241,1288,4617,484,Census Tract 148.05; San Diego County; California,6,73,14805
3166,1729,1437,390,380,1112,684,43,9,1131,789,809,420,427,336,80,534,779,113,59,2488,3123,246,843,64075,116,714,24,190,899,479,2834,545,Census Tract 148.06; San Diego County; California,6,73,14806
4854,2679,2175,251,214,2705,2584,0,0,1026,416,501,326,740,278,537,598,817,104,19,3294,4457,201,506,82240,176,629,134,563,1774,1064,4303,579,Census Tract 149.01; San Diego County; California,6,73,14901
3004,1573,1431,75,75,2207,1994,9,4,624,127,127,241,521,330,261,535,652,44,8,2476,2918,102,148,72500,80,295,88,214,1025,811,2604,202,Census Tract 149.02; San Diego County; California,6,73,14902
4466,2715,1751,107,107,2690,1930,100,0,2095,141,141,185,925,263,195,505,731,6,18,2722,3716,104,1209,79883,49,352,71,539,1432,1087,4319,589,Census Tract 150.01; San Diego County; California,6,73,15001
2876,1373,1503,79,79,1336,906,0,0,1334,518,518,183,308,308,193,191,346,124,29,1574,2742,225,510,59313,227,281,418,356,634,488,2270,264,Census Tract 150.02; San Diego County; California,6,73,15002
4937,2269,2668,367,367,3232,2940,2,27,1193,161,175,94,854,543,408,546,953,16,24,3536,4633,120,262,99000,217,730,38,600,2008,1140,4582,506,Census Tract 151; San Diego County; California,6,73,15100
3955,2003,1952,131,131,3195,2882,4,0,748,47,47,152,966,270,531,443,476,110,15,3221,3802,71,77,154196,113,239,11,319,2272,996,3793,410,Census Tract 152; San Diego County; California,6,73,15200
3591,1867,1724,73,73,2478,2362,0,0,661,263,312,340,522,166,156,732,695,115,0,2530,3342,375,911,61282,244,1397,9,328,1520,530,3336,452,Census Tract 153.01; San Diego County; California,6,73,15301
4448,2238,2210,311,298,3113,2779,7,5,925,197,197,210,788,393,409,764,567,119,94,3347,4280,101,203,115575,132,695,0,424,1873,933,4031,444,Census Tract 153.02; San Diego County; California,6,73,15302
2700,1213,1487,52,52,2198,1977,17,0,446,46,46,122,621,148,364,256,413,36,36,2037,2671,51,64,156635,62,283,3,261,1089,780,2594,214,Census Tract 154.03; San Diego County; California,6,73,15403
5653,2778,2875,56,56,4287,4131,46,0,1315,0,0,556,1106,470,423,509,819,138,168,3924,5558,188,185,137048,333,1243,34,620,3001,1217,5537,630,Census Tract 154.05; San Diego County; California,6,73,15405
2628,1215,1413,25,20,1945,1874,5,0,450,23,23,86,553,189,268,282,406,99,0,1911,2479,25,156,153583,139,469,0,242,1316,752,2588,163,Census Tract 154.06; San Diego County; California,6,73,15406
3627,1832,1795,32,32,2764,2283,94,0,772,273,303,160,431,307,91,356,590,128,85,2441,3143,436,1108,46267,135,1712,0,523,1239,581,3242,682,Census Tract 154.07; San Diego County; California,6,73,15407
4107,2283,1824,249,233,2888,2752,0,91,699,116,116,103,463,427,165,826,333,161,61,2939,3879,224,293,99673,61,1180,76,401,1739,926,3989,752,Census Tract 154.08; San Diego County; California,6,73,15408
5591,3000,2591,26,26,3897,3778,77,0,1249,113,119,422,788,405,297,756,984,217,74,3987,5408,180,211,111364,232,650,0,478,2533,1065,5139,889,Census Tract 155.01; San Diego County; California,6,73,15501
3033,1622,1411,27,27,2290,2032,118,0,781,8,8,213,357,229,141,459,602,126,4,2038,2929,112,180,127120,128,150,18,292,1425,566,2723,233,Census Tract 155.02; San Diego County; California,6,73,15502
5912,2522,3390,176,176,4453,3883,0,0,1446,91,91,405,526,630,127,1180,935,152,0,3954,5595,620,987,63974,586,1277,3,704,2068,921,5704,808,Census Tract 156.01; San Diego County; California,6,73,15601
2756,1313,1443,26,26,1968,1835,5,0,689,30,30,55,510,244,243,233,401,47,38,1897,2674,71,381,152917,103,313,0,278,1318,574,2658,241,Census Tract 156.02; San Diego County; California,6,73,15602
6362,3407,2955,597,579,3365,3155,76,0,1343,746,756,633,589,213,200,1200,907,272,277,4146,5941,1207,2149,42750,271,2641,0,948,1955,1044,5802,654,Census Tract 157.01; San Diego County; California,6,73,15701
4730,2384,2346,38,38,2463,2180,8,0,1855,253,341,558,440,193,83,814,899,188,58,2979,4267,464,1068,47750,231,1764,0,577,1531,402,4621,874,Census Tract 157.04; San Diego County; California,6,73,15704
4270,2056,2214,308,308,2714,2405,0,6,909,617,617,280,168,195,139,837,587,259,358,2979,3930,317,831,60256,220,2095,13,397,1603,214,3683,882,Census Tract 157.05; San Diego County; California,6,73,15705
2551,1454,1097,0,0,1621,1190,0,82,1096,132,132,271,249,40,76,308,253,106,200,1592,2323,446,758,33640,119,1124,0,328,851,80,2407,748,Census Tract 157.06; San Diego County; California,6,73,15706
3657,1639,2018,120,87,1778,1301,0,57,1778,170,210,785,231,258,136,766,547,180,91,2381,3503,416,601,52212,145,935,7,507,1109,363,3452,662,Census Tract 158.01; San Diego County; California,6,73,15801
4276,2332,1944,213,213,2579,2105,21,284,1410,147,232,490,237,115,99,782,857,343,60,3133,4067,472,855,62292,314,1679,47,416,1533,315,3437,687,Census Tract 158.02; San Diego County; California,6,73,15802
3751,1973,1778,281,281,1241,831,0,0,1958,82,219,842,228,167,15,316,535,232,186,2022,3171,375,894,45690,153,1635,0,507,1134,247,3286,385,Census Tract 159.01; San Diego County; California,6,73,15901
5435,3018,2417,302,302,3256,2684,73,0,2060,214,214,978,304,451,102,814,725,137,372,3322,4848,561,1178,45921,155,2058,25,803,1810,555,5142,955,Census Tract 159.02; San Diego County; California,6,73,15902
2365,1201,1164,59,59,1701,1499,0,6,676,0,10,320,376,224,212,412,392,104,50,1807,2228,219,451,100547,50,370,3,242,1085,452,2215,241,Census Tract 160; San Diego County; California,6,73,16000
6412,2972,3440,220,194,4647,4476,40,11,1401,55,55,865,727,496,390,1076,936,83,100,4339,5951,177,479,108175,124,768,7,844,2860,1222,6226,793,Census Tract 161; San Diego County; California,6,73,16100
5444,2889,2555,94,94,4465,4339,0,19,609,3,3,122,1192,391,447,433,743,33,26,3732,5058,180,412,142697,192,488,67,633,2453,1298,5216,520,Census Tract 162.01; San Diego County; California,6,73,16201
3923,1907,2016,482,323,1292,1097,0,10,1212,1008,1063,453,359,282,131,392,580,176,92,2358,3644,223,574,68813,261,760,72,514,1237,621,3548,611,Census Tract 162.02; San Diego County; California,6,73,16202
4886,2537,2349,292,292,2723,2284,67,50,1678,369,369,455,324,326,92,930,842,280,76,3258,4622,449,1119,64446,268,1466,14,526,1646,616,4424,781,Census Tract 163.01; San Diego County; California,6,73,16301
5784,2906,2878,282,282,3249,2726,0,228,1882,207,232,905,457,296,74,710,876,421,102,3352,5331,374,1590,56154,183,1632,83,1008,1855,474,4872,755,Census Tract 163.02; San Diego County; California,6,73,16302
5410,2774,2636,190,190,4036,3415,0,0,1376,124,124,342,661,475,279,938,991,128,24,3731,4927,210,413,110076,112,643,31,668,2302,857,4817,549,Census Tract 164.01; San Diego County; California,6,73,16401
5428,2903,2525,51,51,3328,3121,0,0,976,723,723,486,755,213,375,528,854,250,35,3256,5030,422,591,81083,134,919,32,885,2004,985,5057,555,Census Tract 164.03; San Diego County; California,6,73,16403
4092,2074,2018,24,24,2018,1957,23,1,1559,386,409,1063,192,99,18,972,1052,276,44,2927,3933,364,1438,46737,407,748,0,389,1336,172,3896,956,Census Tract 164.04; San Diego County; California,6,73,16404
8034,4232,3802,479,353,4863,4030,663,0,2441,216,246,561,794,249,264,1440,1029,573,40,4976,7365,821,1805,66701,264,2165,90,1103,2813,816,7370,1082,Census Tract 165.02; San Diego County; California,6,73,16502
2934,1554,1380,90,78,2031,1655,3,25,938,91,91,499,351,138,30,513,668,111,26,1990,2703,207,214,97955,102,338,9,386,1350,369,2734,320,Census Tract 165.03; San Diego County; California,6,73,16503
6734,3648,3086,354,347,3314,2621,135,0,2099,1449,1449,685,608,389,116,1219,1228,265,183,4519,6188,515,1235,59129,411,1588,34,792,1824,790,5648,681,Census Tract 165.04; San Diego County; California,6,73,16504
3634,1676,1958,95,95,3029,2504,0,14,782,1,1,154,615,292,141,412,707,108,27,2610,3356,99,47,126731,108,250,42,352,1641,832,3432,354,Census Tract 166.06; San Diego County; California,6,73,16606
7054,3382,3672,268,268,5373,4901,0,0,1382,0,0,469,1094,611,500,978,1150,144,0,4828,6470,129,551,141229,145,644,54,688,3452,1592,6856,789,Census Tract 166.07; San Diego County; California,6,73,16607
2646,1218,1428,101,101,2085,1975,4,0,206,143,143,77,365,274,91,559,423,75,0,1961,2519,40,220,133092,54,175,25,296,1284,611,2520,453,Census Tract 166.08; San Diego County; California,6,73,16608
5935,3152,2783,116,116,4027,3593,112,10,1663,57,72,151,696,336,242,700,1621,127,12,4030,5542,170,422,122873,104,669,56,712,2621,1067,5666,743,Census Tract 166.09; San Diego County; California,6,73,16609
4560,2493,2067,140,140,2661,2474,57,69,1460,46,134,330,709,374,141,482,1051,54,10,3075,4210,251,545,84407,96,703,27,657,1985,1074,4405,546,Census Tract 166.10; San Diego County; California,6,73,16610
1939,952,987,145,145,1466,1397,0,0,270,21,21,66,437,76,144,197,394,58,0,1343,1820,70,40,116667,141,250,22,285,874,421,1854,280,Census Tract 166.13; San Diego County; California,6,73,16613
3874,1903,1971,257,257,2799,2710,9,0,495,12,29,240,789,206,313,470,651,76,0,2815,3642,120,581,116658,133,719,33,513,1707,920,3562,487,Census Tract 166.14; San Diego County; California,6,73,16614
4151,2262,1889,223,181,2667,2446,34,5,764,194,194,203,678,331,180,591,750,244,54,3140,3936,123,202,131500,81,506,69,372,1783,802,3021,374,Census Tract 166.15; San Diego County; California,6,73,16615
3669,1941,1728,209,209,2209,2039,0,0,1270,36,102,227,408,143,171,469,928,97,129,2469,3447,168,146,75469,93,683,87,493,1538,660,3428,448,Census Tract 166.16; San Diego County; California,6,73,16616
3705,2011,1694,74,64,2583,2338,60,0,993,262,285,269,420,337,90,716,710,213,39,2791,3482,383,826,46667,165,527,0,421,1224,559,3362,1016,Census Tract 166.17; San Diego County; California,6,73,16617
3592,1918,1674,176,176,2811,2566,0,0,629,119,152,50,763,218,299,508,593,136,0,2785,3316,28,119,100000,92,373,86,468,1826,870,3376,436,Census Tract 166.18; San Diego County; California,6,73,16618
4508,2242,2266,466,466,3100,2821,0,0,662,145,145,158,713,235,299,745,1040,198,11,3561,4140,272,428,83976,82,623,87,575,1673,808,4347,489,Census Tract 166.19; San Diego County; California,6,73,16619
2441,1081,1360,134,134,1791,1636,19,17,449,84,84,101,309,280,157,374,447,89,14,1761,2174,76,128,100000,23,116,48,311,1182,445,2344,170,Census Tract 166.20; San Diego County; California,6,73,16620
4064,2085,1979,483,478,2715,2653,65,0,514,0,0,195,698,354,326,404,768,113,4,2899,3766,105,428,140250,107,585,0,410,2079,1016,3961,463,Census Tract 166.21; San Diego County; California,6,73,16621
2986,1713,1273,175,175,2169,1795,34,0,940,0,0,131,317,152,268,427,441,153,6,1863,2875,73,175,107202,101,287,27,437,1133,588,2917,354,Census Tract 167.03; San Diego County; California,6,73,16703
7549,3503,4046,356,335,5595,4918,97,0,1773,38,79,552,1641,421,237,939,1011,195,55,4752,6940,159,512,116711,159,1137,141,976,3041,1715,7153,1017,Census Tract 167.04; San Diego County; California,6,73,16704
4893,2885,2008,62,53,3450,3056,38,104,1453,61,65,458,314,384,24,851,923,208,12,3070,4603,393,399,63523,77,325,15,723,1703,870,4610,837,Census Tract 167.05; San Diego County; California,6,73,16705
2870,1386,1484,66,66,2133,1873,19,6,833,30,30,322,328,236,140,522,497,117,19,1988,2773,212,519,82200,128,321,16,363,1267,502,2689,334,Census Tract 167.06; San Diego County; California,6,73,16706
8903,5152,3751,96,96,6375,5161,93,0,2803,209,287,683,830,605,266,1399,1364,281,96,5097,8100,718,1086,85321,440,637,67,1234,2972,1487,8160,1335,Census Tract 168.04; San Diego County; California,6,73,16804
4172,2182,1990,126,126,2592,2440,0,0,1532,22,22,1133,362,280,71,552,904,363,91,2862,3935,350,510,83060,47,928,75,489,1686,618,3957,680,Census Tract 168.06; San Diego County; California,6,73,16806
8221,3776,4445,346,293,6175,5687,21,0,1717,32,32,1054,1214,831,350,1328,1426,291,13,5736,7836,267,719,116955,226,1253,58,801,4271,1746,7781,1213,Census Tract 168.07; San Diego County; California,6,73,16807
5539,2838,2701,923,911,3184,2739,0,0,1608,67,125,551,654,332,260,572,1078,228,137,3433,5156,319,857,82206,162,1236,134,559,2123,933,5237,831,Census Tract 168.09; San Diego County; California,6,73,16809
2980,1429,1551,50,50,2183,2095,0,23,567,0,0,461,351,233,118,450,533,126,106,2035,2897,66,201,145268,124,463,18,265,1337,699,2756,409,Census Tract 168.10; San Diego County; California,6,73,16810
4770,2373,2397,143,143,3787,3652,0,0,748,113,159,48,828,234,264,568,999,211,17,3485,4530,167,362,120107,149,266,20,559,1954,659,4609,570,Census Tract 168.11; San Diego County; California,6,73,16811
2793,1439,1354,153,153,2203,2182,39,0,184,48,48,57,417,259,99,696,377,155,27,2260,2683,85,221,79861,51,233,0,218,1626,610,2716,696,Census Tract 168.12; San Diego County; California,6,73,16812
3287,1591,1696,0,0,2720,2650,0,0,417,0,0,163,489,263,205,684,606,104,0,2508,3107,126,315,102813,58,300,0,340,1694,565,3170,840,Census Tract 168.13; San Diego County; California,6,73,16813
7227,3429,3798,50,50,6000,4967,0,43,1563,291,291,292,693,631,390,1027,1670,76,76,4827,6653,58,297,119669,121,249,137,931,3614,1246,6924,1137,Census Tract 169.01; San Diego County; California,6,73,16901
2395,1197,1198,27,27,1624,1374,276,8,628,81,81,154,238,133,107,519,444,131,116,1858,2285,111,229,116250,60,209,6,192,1044,318,2171,434,Census Tract 169.02; San Diego County; California,6,73,16902
3214,1444,1770,141,141,2413,2222,14,0,468,201,201,93,714,385,438,241,218,19,0,2372,3120,11,216,170500,128,552,24,292,1766,968,3084,465,Census Tract 170.06; San Diego County; California,6,73,17006
4071,2031,2040,446,446,2416,2368,0,0,780,70,103,323,676,235,388,349,839,26,63,2956,3863,180,64,98403,115,889,66,551,1802,959,3751,380,Census Tract 170.09; San Diego County; California,6,73,17009
3057,1388,1669,255,243,2066,2025,11,5,359,10,10,122,858,195,264,209,425,28,0,2197,2850,34,87,201875,88,395,10,407,1658,1106,2953,212,Census Tract 170.10; San Diego County; California,6,73,17010
2612,1426,1186,306,306,2141,2117,4,0,159,18,18,12,795,148,486,384,344,47,51,2604,2612,57,221,82549,31,425,0,0,1514,384,2537,771,Census Tract 170.14; San Diego County; California,6,73,17014
4273,2284,1989,1803,1775,1600,1406,34,0,534,82,82,153,1189,222,554,334,671,34,0,3175,4060,247,287,99048,60,1458,15,577,1792,1451,4120,306,Census Tract 170.18; San Diego County; California,6,73,17018
