TotalPop,Female,Male,Asian,NonHispA,White,NonHispW,Am_Indian,Hawaii_PI,TotalHisp,NonHispB,Black,OtherRace,Bachelor,Associate,Master,HighSch,College,9_12Grade,Less9Grade,25_Older,Pop5Plus,CashAssis,BelowPover,MedianInco,Unemployed,BornForeig,ArmedForce,WithChild,Married,Profession,insurance,Disabili,NAME,state,county,tract
5865,2457,3408,214,214,2044,1209,39,0,4208,119,119,796,352,352,87,1023,645,358,567,3594,5575,67,403,97939,157,1654,95,687,1811,537,4497,481,Census Tract 192.06; San Diego County; California,6,73,19206
3682,1581,2101,74,74,2442,2432,93,0,1041,20,20,277,570,316,371,499,758,35,47,2724,3528,49,300,132891,35,738,0,309,1579,824,3494,353,Census Tract 192.08; San Diego County; California,6,73,19208
2899,1318,1581,124,124,1848,1512,0,0,968,165,165,211,597,278,267,333,543,17,35,2224,2747,83,394,141136,92,246,10,272,1234,538,2720,403,Census Tract 192.09; San Diego County; California,6,73,19209
6318,3251,3067,163,163,2862,1910,168,15,3736,131,131,1015,632,514,155,581,782,198,385,3553,5749,184,878,74038,121,1465,48,986,1845,637,5658,185,Census Tract 192.10; San Diego County; California,6,73,19210
6359,3179,3180,513,513,4280,4028,147,0,1495,22,22,445,1180,549,745,575,1006,72,43,4549,5702,30,372,112750,150,844,137,797,3315,1387,6111,826,Census Tract 193.01; San Diego County; California,6,73,19301
8511,4508,4003,621,621,5594,3917,70,0,3481,139,343,224,1016,577,309,1272,1163,149,694,5674,7914,90,276,124338,66,1838,51,1042,3604,1759,7788,667,Census Tract 193.03; San Diego County; California,6,73,19303
3328,1744,1584,196,196,2251,1914,0,99,862,71,71,218,570,151,207,277,670,141,74,2204,2982,86,160,103207,51,445,110,431,1475,580,3078,406,Census Tract 193.04; San Diego County; California,6,73,19304
4010,2099,1911,509,509,1934,1630,31,18,1242,235,395,289,554,423,207,495,845,141,42,2914,3731,169,205,76768,80,760,311,321,1872,737,3478,631,Census Tract 193.05; San Diego County; California,6,73,19305
5487,2837,2650,237,237,3056,2113,157,193,2170,242,242,773,706,598,356,546,910,122,231,3795,5271,268,324,100227,486,1379,141,463,2130,1200,4790,501,Census Tract 194.03; San Diego County; California,6,73,19403
3232,1594,1638,64,58,1264,483,153,0,2603,2,2,542,269,131,9,559,468,272,273,2112,3129,45,611,79896,79,1125,0,401,1060,390,2652,307,Census Tract 194.04; San Diego County; California,6,73,19404
3969,2039,1930,370,272,1588,1297,71,0,2147,28,49,696,465,157,97,675,762,233,83,2629,3570,131,220,76382,103,941,96,392,1571,700,3359,316,Census Tract 194.05; San Diego County; California,6,73,19405
4760,2531,2229,258,242,2274,1751,81,78,2292,162,162,679,630,251,221,663,928,219,221,3446,4561,156,379,83590,159,938,0,421,2023,1086,4441,563,Census Tract 194.06; San Diego County; California,6,73,19406
3447,1635,1812,41,41,1075,434,77,115,2571,166,183,741,84,84,0,472,486,271,392,2026,3215,155,521,82750,178,941,25,420,994,240,2704,230,Census Tract 195.01; San Diego County; California,6,73,19501
5732,2753,2979,70,70,2025,687,17,0,4802,88,88,1030,233,139,39,843,654,386,582,3087,5294,350,1078,60078,271,1976,43,792,1880,368,4879,295,Census Tract 195.02; San Diego County; California,6,73,19502
5163,2551,2612,270,251,2523,1516,27,21,3236,27,27,643,528,275,112,688,682,205,338,3190,4682,171,556,82123,198,1419,72,720,1899,473,4160,450,Census Tract 195.03; San Diego County; California,6,73,19503
6887,3610,3277,68,21,4401,3287,351,14,2286,39,39,804,885,383,282,857,1050,281,122,4431,6384,191,571,112981,160,954,89,894,2419,1075,5736,624,Census Tract 196.01; San Diego County; California,6,73,19601
5882,3031,2851,262,262,3277,2657,104,0,2671,36,36,570,679,225,262,549,881,240,393,3624,5376,164,791,110625,305,1052,45,667,2591,789,5373,362,Census Tract 196.02; San Diego County; California,6,73,19602
7374,3353,4021,448,429,4291,3465,25,0,2667,572,592,401,1021,488,228,844,1742,312,72,5038,7019,69,609,90234,275,1186,84,941,2998,1201,5900,463,Census Tract 197.01; San Diego County; California,6,73,19701
4915,2321,2594,271,271,3312,2557,27,0,1863,50,50,184,759,319,186,760,807,132,268,3538,4652,149,432,101607,146,955,0,553,2235,1109,4444,409,Census Tract 197.02; San Diego County; California,6,73,19702
5668,2814,2854,725,725,4018,3557,0,0,949,17,17,83,1364,168,478,467,1011,64,44,4044,5404,182,680,107813,79,1030,295,617,2339,1625,5118,717,Census Tract 198.03; San Diego County; California,6,73,19803
4433,2132,2301,339,339,3556,3217,12,0,553,19,19,69,920,197,332,374,724,24,47,3075,4251,32,170,148618,107,529,6,566,2171,1175,4154,481,Census Tract 198.04; San Diego County; California,6,73,19804
4111,2084,2027,352,349,2272,2071,0,0,1241,128,128,470,579,242,172,712,776,71,172,2899,3801,298,263,87266,163,731,107,438,1460,638,3678,581,Census Tract 198.05; San Diego County; California,6,73,19805
4667,2479,2188,426,405,3475,3300,10,78,448,84,84,127,1022,357,820,547,932,65,0,3978,4532,91,82,98521,0,826,55,346,2159,1188,4511,940,Census Tract 198.08; San Diego County; California,6,73,19808
4289,2095,2194,356,345,2941,2431,46,0,1220,79,79,141,908,491,324,428,703,147,28,3140,3918,97,112,132650,100,549,0,391,1969,795,4194,561,Census Tract 198.09; San Diego County; California,6,73,19809
6625,3027,3598,644,644,4918,4245,0,69,1263,40,121,0,1091,534,667,643,762,167,0,4208,6351,95,1173,116750,346,812,27,960,2750,1388,6416,342,Census Tract 198.10; San Diego County; California,6,73,19810
5977,3155,2822,1171,937,3265,3034,26,0,1265,74,74,732,1828,354,502,297,851,76,11,4391,5680,147,368,125000,129,964,0,734,2790,1767,5730,698,Census Tract 198.11; San Diego County; California,6,73,19811
4234,2124,2110,74,74,2027,1562,29,99,2137,168,168,491,348,388,340,493,484,110,203,2647,3729,150,426,82206,119,634,0,558,1544,680,3768,353,Census Tract 199.02; San Diego County; California,6,73,19902
4779,2370,2409,289,289,2409,1965,41,202,1945,167,167,489,726,234,178,785,733,245,83,3205,4516,83,255,105089,246,933,85,560,2064,807,3987,354,Census Tract 199.03; San Diego County; California,6,73,19903
5868,3239,2629,412,412,3977,3512,50,0,1460,57,57,143,1213,436,560,611,1127,36,99,4529,5704,100,375,104458,268,753,29,668,2903,1678,5274,374,Census Tract 199.04; San Diego County; California,6,73,19904
5502,2801,2701,605,605,2810,2608,6,39,1418,396,396,175,1288,324,384,621,766,145,153,3893,5005,64,173,107944,126,1027,61,620,2026,1211,4802,412,Census Tract 199.05; San Diego County; California,6,73,19905
5818,3081,2737,354,328,4771,4646,0,0,504,10,10,188,1623,329,852,140,824,21,133,4295,5556,127,260,185121,211,883,23,811,2934,1920,5720,385,Census Tract 200.15; San Diego County; California,6,73,20015
3171,1759,1412,113,113,1378,748,11,0,2021,161,161,682,157,116,86,465,478,273,204,1992,3027,94,324,62702,193,1235,15,284,858,268,2682,324,Census Tract 200.17; San Diego County; California,6,73,20017
7296,3992,3304,394,394,4215,3698,0,0,2716,104,104,1362,1580,309,357,724,1579,302,288,5818,7121,319,1219,74026,129,1670,0,599,3283,1368,6626,1072,Census Tract 200.19; San Diego County; California,6,73,20019
5287,2738,2549,485,485,2137,1399,45,0,3266,27,49,1246,653,236,152,701,375,295,541,3349,4960,208,551,83706,59,1809,0,843,2220,894,4881,669,Census Tract 200.21; San Diego County; California,6,73,20021
4055,2012,2043,219,219,2867,2062,0,0,1403,128,193,216,637,289,191,655,568,174,93,2842,3782,112,206,102574,49,656,0,433,1837,786,3899,619,Census Tract 200.23; San Diego County; California,6,73,20023
4203,2040,2163,272,272,2929,2110,90,0,1575,51,51,551,548,360,232,669,680,126,148,2999,3920,133,262,85714,52,1106,0,354,1917,693,3938,751,Census Tract 200.24; San Diego County; California,6,73,20024
5357,2510,2847,526,526,2951,2451,35,0,1897,57,57,747,912,423,315,424,827,176,69,3444,5079,223,706,86080,203,780,0,670,1742,1435,5096,627,Census Tract 200.25; San Diego County; California,6,73,20025
4234,2191,2043,447,440,3149,2936,0,0,661,16,16,313,993,430,361,270,774,100,22,3122,4005,34,127,122750,127,778,69,500,2301,1119,4059,414,Census Tract 200.26; San Diego County; California,6,73,20026
3681,1902,1779,42,36,796,196,146,0,3365,68,89,1337,174,35,25,435,238,219,338,1958,3382,215,793,58147,19,1674,64,590,1031,250,2773,291,Census Tract 200.28; San Diego County; California,6,73,20028
6897,3448,3449,674,627,2647,1684,110,0,4047,150,150,1966,1089,309,228,900,889,364,294,4573,6460,463,1405,71301,141,1628,12,747,2130,1134,5694,828,Census Tract 200.29; San Diego County; California,6,73,20029
8502,4410,4092,1669,1669,5396,4410,0,0,1938,154,154,218,1825,352,773,394,763,282,0,5213,8258,266,1081,180625,226,1925,76,1232,4053,2176,7674,737,Census Tract 200.30; San Diego County; California,6,73,20030
6575,3677,2898,516,480,4339,3915,28,0,2064,0,13,138,1716,98,607,300,1108,180,0,4376,6351,71,620,119681,186,670,0,874,2816,1756,6391,253,Census Tract 200.31; San Diego County; California,6,73,20031
3313,1780,1533,205,205,2550,2466,0,0,226,141,141,33,876,171,552,159,409,26,2,2448,3258,26,68,163000,100,404,29,401,1663,885,3274,241,Census Tract 200.32; San Diego County; California,6,73,20032
4259,2122,2137,206,206,3022,2791,3,0,822,117,117,264,1140,283,425,170,593,163,66,3203,3969,182,397,115682,241,800,8,519,1927,1240,4008,369,Census Tract 200.33; San Diego County; California,6,73,20033
2560,1371,1189,67,67,2062,2024,0,0,144,0,0,51,646,101,398,99,207,13,0,1662,2369,16,47,240587,53,158,0,344,1364,829,2553,97,Census Tract 200.34; San Diego County; California,6,73,20034
6246,3206,3040,418,404,5090,4889,0,0,398,65,65,100,1694,370,797,242,711,17,0,4168,5753,6,150,172092,65,444,0,1007,3349,1956,6162,569,Census Tract 200.35; San Diego County; California,6,73,20035
3649,2022,1627,267,267,1212,633,31,0,2638,0,0,707,350,106,122,556,339,130,369,2141,3367,157,788,71555,134,1384,42,552,1287,397,2908,237,Census Tract 200.36; San Diego County; California,6,73,20036
4342,1958,2384,208,208,2296,1198,68,0,2710,58,58,608,420,373,355,547,761,260,122,3011,4179,70,330,94222,207,1032,7,651,1971,879,3716,371,Census Tract 200.37; San Diego County; California,6,73,20037
5232,2636,2596,2005,2005,2213,1986,7,0,909,84,112,355,1357,211,498,453,611,140,73,3657,4901,43,393,157069,285,1865,0,598,2511,1373,4885,718,Census Tract 200.38; San Diego County; California,6,73,20038
2038,1011,1027,381,381,1176,894,0,14,418,9,9,50,520,89,143,175,211,41,0,1244,1897,20,105,152083,75,443,0,247,1142,457,2006,127,Census Tract 200.39; San Diego County; California,6,73,20039
4095,2065,2030,412,412,2830,2695,79,0,803,28,28,224,901,309,292,564,517,58,45,2820,3844,159,411,140746,134,522,10,479,1872,1115,3965,596,Census Tract 200.40; San Diego County; California,6,73,20040
2713,1339,1374,113,95,986,850,15,0,1519,62,62,935,487,197,147,370,248,87,123,1941,2552,102,192,79693,47,638,55,276,1190,474,2211,304,Census Tract 200.41; San Diego County; California,6,73,20041
4452,2323,2129,206,200,2422,2247,77,0,1802,11,11,482,1096,464,284,304,615,33,119,3050,4358,89,146,110199,25,512,0,697,1854,1030,4218,475,Census Tract 200.42; San Diego County; California,6,73,20042
5468,2809,2659,535,509,3848,3574,0,0,599,42,42,19,1298,350,943,181,304,0,55,3316,5163,53,449,189265,78,1009,0,1017,2813,1318,5397,216,Census Tract 200.43; San Diego County; California,6,73,20043
9367,4652,4715,1551,1521,6403,5664,20,0,1525,117,117,218,2676,636,898,277,907,184,0,5980,8338,269,662,207500,127,1763,0,1511,4653,2847,9244,707,Census Tract 200.44; San Diego County; California,6,73,20044
4382,2269,2113,87,69,2831,2095,22,58,1995,51,51,637,482,299,353,608,924,111,116,3135,4162,123,294,113875,164,680,0,498,1729,1057,3801,505,Census Tract 201.05; San Diego County; California,6,73,20105
3730,1985,1745,169,169,1995,1416,0,0,2018,13,27,819,380,198,85,547,683,202,99,2532,3506,79,619,93509,234,910,18,371,1748,578,3316,279,Census Tract 201.06; San Diego County; California,6,73,20106
4772,2281,2491,378,378,2542,1545,0,0,2529,36,36,452,892,120,171,555,751,158,110,2895,4104,189,885,104273,27,1045,32,641,1632,863,4365,400,Census Tract 201.07; San Diego County; California,6,73,20107
4705,2167,2538,386,386,1205,729,141,282,3035,132,132,1329,449,212,106,841,519,246,477,3160,4325,297,673,66250,68,1528,58,587,1598,487,4035,560,Census Tract 201.08; San Diego County; California,6,73,20108
5004,2447,2557,540,540,2406,1189,147,0,3141,2,2,962,358,275,246,944,719,179,339,3466,4693,74,444,102381,44,1827,14,443,2096,630,4475,717,Census Tract 201.09; San Diego County; California,6,73,20109
8900,3983,4917,1113,1113,5200,4241,54,57,2946,139,139,464,1573,485,506,1207,1538,313,283,6216,8408,38,977,136468,67,2060,16,1030,4466,2029,8404,884,Census Tract 201.10; San Diego County; California,6,73,20110
3858,1753,2105,422,422,2381,2167,37,31,1031,0,0,261,736,303,220,397,697,147,80,2760,3588,142,45,167534,36,588,14,326,2242,1075,3711,451,Census Tract 201.11; San Diego County; California,6,73,20111
6792,3402,3390,353,353,2084,649,29,12,5458,230,241,1836,274,162,140,1108,576,401,1195,4226,6546,470,1435,47669,78,3084,12,809,2371,555,5188,727,Census Tract 202.02; San Diego County; California,6,73,20202
5138,2334,2804,115,115,1818,836,396,0,3992,82,82,1308,309,167,146,688,499,425,629,3182,4927,293,596,71071,114,2121,0,713,1598,520,3914,537,Census Tract 202.06; San Diego County; California,6,73,20206
4940,2693,2247,234,220,1097,237,64,0,4301,67,67,1562,268,135,42,598,309,292,317,2779,4509,283,863,61950,99,2250,0,770,1642,345,3881,565,Census Tract 202.07; San Diego County; California,6,73,20207
3567,1876,1691,232,232,1243,846,17,0,2161,102,108,1564,146,133,36,438,578,103,193,2262,3283,57,302,104911,160,1379,32,437,1223,369,3037,566,Census Tract 202.08; San Diego County; California,6,73,20208
4715,2506,2209,239,225,1833,976,179,0,3153,159,163,1041,387,267,71,747,749,361,263,3155,4438,305,846,52881,166,1738,17,582,1875,558,4196,499,Census Tract 202.09; San Diego County; California,6,73,20209
4413,2309,2104,219,219,2058,1296,87,11,2737,60,78,1002,400,244,118,698,770,138,298,3121,4157,285,598,64069,197,1386,0,568,1649,490,3701,428,Census Tract 202.10; San Diego County; California,6,73,20210
5821,2786,3035,192,163,3001,1467,101,0,3725,261,324,853,388,195,56,1255,905,439,194,3782,5269,233,814,61327,111,1544,33,689,1896,524,5016,1154,Census Tract 202.11; San Diego County; California,6,73,20211
3962,2177,1785,78,78,1226,572,0,0,3249,23,23,800,312,187,38,587,460,236,282,2317,3626,302,1066,53333,211,1639,0,642,1232,324,2992,345,Census Tract 202.13; San Diego County; California,6,73,20213
4855,2286,2569,245,245,2052,1232,38,0,2896,112,112,750,396,264,142,768,562,314,418,3229,4516,424,1443,32194,81,1719,0,569,1428,416,3956,702,Census Tract 202.14; San Diego County; California,6,73,20214
6480,3142,3338,619,590,4221,3810,0,41,1932,4,4,758,1338,443,678,728,989,168,150,5002,5947,193,190,140586,62,1424,0,716,3354,1748,6125,884,Census Tract 203.04; San Diego County; California,6,73,20304
5812,2775,3037,811,789,3613,3375,102,0,1163,20,20,509,1015,326,365,673,1067,165,125,4352,5624,86,670,108814,79,1097,0,376,2757,1467,5441,1209,Census Tract 203.05; San Diego County; California,6,73,20305
6512,3522,2990,275,275,3485,3195,7,0,2463,389,389,1136,610,727,370,855,1564,241,190,5037,6133,538,968,51736,169,1585,120,685,2517,708,5814,1509,Census Tract 203.08; San Diego County; California,6,73,20308
4428,2195,2233,644,644,2092,1572,60,51,1904,62,62,722,656,354,203,559,738,220,59,3172,4253,132,358,107313,110,1123,24,545,1360,906,3936,563,Census Tract 203.09; San Diego County; California,6,73,20309
9136,4430,4706,998,998,5357,4686,0,69,2419,180,202,614,1213,444,657,734,1443,111,0,4845,8553,55,640,119141,298,1432,43,1164,3046,1974,8777,883,Census Tract 203.10; San Diego County; California,6,73,20310
3841,1974,1867,465,465,2280,2151,16,0,579,75,75,123,741,339,344,435,620,123,50,2964,3430,59,493,108821,7,506,15,382,1680,1017,3651,662,Census Tract 203.11; San Diego County; California,6,73,20311
4180,2202,1978,570,523,2690,2005,19,0,1401,72,72,295,750,336,362,412,588,147,267,3040,3823,115,149,111906,82,901,3,521,1866,975,3984,446,Census Tract 203.12; San Diego County; California,6,73,20312
2575,1265,1310,133,133,1841,1676,0,44,552,143,143,199,326,248,155,509,425,112,121,2202,2400,281,407,54900,56,327,14,146,1274,350,2428,543,Census Tract 203.13; San Diego County; California,6,73,20313
2336,1225,1111,79,79,2027,1986,0,12,183,0,0,49,701,133,307,150,247,35,10,1828,2173,34,87,156806,36,185,0,197,1324,651,2297,241,Census Tract 204.01; San Diego County; California,6,73,20401
3728,1957,1771,316,308,1967,1748,11,15,1389,105,105,481,726,277,202,422,674,78,145,2761,3601,131,265,117417,77,792,10,376,1909,678,3410,412,Census Tract 204.03; San Diego County; California,6,73,20403
5512,2939,2573,404,404,3238,2463,91,10,2148,176,245,822,977,299,436,576,1197,209,67,4179,5316,183,321,95543,73,1005,73,455,2327,1283,4947,717,Census Tract 204.04; San Diego County; California,6,73,20404
3422,1720,1702,275,275,2764,2721,0,6,272,17,17,127,832,168,506,206,480,37,14,2519,3292,38,153,154018,97,396,32,361,1875,966,3301,167,Census Tract 204.05; San Diego County; California,6,73,20405
4457,2084,2373,106,106,1615,1217,216,0,2932,55,55,679,440,144,149,671,564,369,409,3202,4207,327,615,76989,57,1742,0,487,1838,626,3737,480,Census Tract 205; San Diego County; California,6,73,20500
6000,3372,2628,108,108,1654,909,302,15,4300,92,92,1976,573,151,76,967,476,245,691,3753,5505,319,918,58569,159,2216,33,779,1984,696,5121,609,Census Tract 206.01; San Diego County; California,6,73,20601
6372,2638,3734,179,161,2885,1970,47,45,3620,223,223,1672,729,305,239,1112,921,312,449,4470,5806,327,1351,69756,163,1635,0,759,2228,1109,5456,1163,Census Tract 206.02; San Diego County; California,6,73,20602
4868,2325,2543,482,471,2404,2203,10,29,1959,15,22,1335,609,436,278,525,656,178,80,3204,4659,88,378,126538,242,1317,0,510,2015,1018,4478,387,Census Tract 207.05; San Diego County; California,6,73,20705
6085,3228,2857,502,474,4621,4445,19,0,928,83,83,112,1299,356,651,461,1119,124,87,4420,5846,33,388,181521,159,781,0,580,3563,1317,5846,648,Census Tract 207.06; San Diego County; California,6,73,20706
5188,2283,2905,227,197,1635,1216,316,0,3194,275,275,1130,680,396,285,740,457,61,189,3078,4734,210,1000,78281,83,1167,20,769,1851,983,4535,588,Census Tract 207.07; San Diego County; California,6,73,20707
3755,1650,2105,511,511,2124,1947,0,13,990,30,30,444,846,239,319,395,591,52,88,2919,3595,37,209,162688,70,816,38,371,1871,1118,3285,335,Census Tract 207.08; San Diego County; California,6,73,20708
1763,974,789,284,284,929,929,0,0,402,42,42,139,364,156,231,94,224,48,21,1311,1646,38,301,152656,68,376,0,161,1011,461,1683,89,Census Tract 207.10; San Diego County; California,6,73,20710
3626,1782,1844,249,249,2393,2049,3,0,1066,95,106,43,838,101,221,403,639,16,29,2473,3444,46,279,146250,60,740,18,399,1925,1161,3443,355,Census Tract 207.11; San Diego County; California,6,73,20711
4177,2234,1943,127,127,2757,2541,0,0,1319,37,37,512,851,284,295,509,635,206,4,3145,3973,64,278,135163,143,529,0,345,2198,866,4028,346,Census Tract 207.12; San Diego County; California,6,73,20712
5258,2266,2992,172,172,4042,3637,218,0,1068,12,12,106,1126,270,341,855,908,245,33,4001,5094,100,357,155556,131,499,23,550,2553,1364,4769,464,Census Tract 208.01; San Diego County; California,6,73,20801
3358,1522,1836,48,48,2432,2017,0,0,1134,0,0,170,364,193,172,825,534,200,88,2509,3258,53,252,111029,111,450,0,311,1507,479,3004,311,Census Tract 208.05; San Diego County; California,6,73,20805
5636,2836,2800,115,115,4071,3416,0,73,1588,167,167,724,918,402,182,870,748,112,90,3669,5324,383,601,74464,151,780,180,709,2693,1273,5146,778,Census Tract 208.06; San Diego County; California,6,73,20806
3234,1665,1569,54,47,2473,2074,13,0,849,19,45,291,381,180,136,658,766,144,7,2392,3050,59,309,126486,42,329,0,356,1504,651,3024,388,Census Tract 208.07; San Diego County; California,6,73,20807
5030,2224,2806,77,64,4031,3856,65,0,841,5,5,103,937,388,231,566,1004,231,42,3564,4757,34,86,134781,82,297,124,569,2626,1266,4786,347,Census Tract 208.10; San Diego County; California,6,73,20810
5934,2989,2945,125,113,4246,4090,0,2,1467,83,83,291,1054,625,272,516,1071,198,81,3997,5580,114,103,134261,99,577,66,879,3082,1233,5853,626,Census Tract 208.11; San Diego County; California,6,73,20811
2217,1078,1139,0,0,1445,896,0,0,1304,15,15,492,315,129,23,236,258,249,218,1562,2136,220,84,51121,42,751,0,294,708,196,2211,684,Census Tract 208.12; San Diego County; California,6,73,20812
6109,3128,2981,28,12,3694,2572,64,0,3104,49,49,176,414,273,114,1273,739,402,261,3704,5487,87,254,115163,38,786,0,689,2043,623,5965,607,Census Tract 208.13; San Diego County; California,6,73,20813
2282,1041,1241,0,0,1877,1734,3,0,394,62,62,51,229,141,128,379,599,127,0,1717,2253,22,76,111304,283,137,45,157,1154,254,2055,244,Census Tract 209.02; San Diego County; California,6,73,20902
3066,1536,1530,145,75,2181,2157,229,0,471,18,18,135,472,224,234,577,651,193,27,2651,3002,141,517,69831,62,320,7,181,1248,462,2771,366,Census Tract 209.03; San Diego County; California,6,73,20903
2562,1221,1341,0,0,2092,2033,0,0,523,0,0,10,515,307,208,347,418,67,22,2143,2469,29,155,82990,0,142,0,229,1020,478,2341,284,Census Tract 209.04; San Diego County; California,6,73,20904
1872,893,979,0,0,1350,1344,0,15,481,0,0,209,139,171,143,670,343,67,78,1745,1836,59,113,59885,73,381,0,45,1094,267,1712,273,Census Tract 210.01; San Diego County; California,6,73,21001
1649,828,821,1,1,1020,1020,0,0,627,1,1,141,483,82,0,332,321,23,49,1372,1649,17,59,104274,102,485,0,117,1024,299,1572,203,Census Tract 210.02; San Diego County; California,6,73,21002
4652,2101,2551,17,17,2988,2625,76,0,1735,100,204,831,709,387,40,459,987,482,120,3483,4518,301,865,59684,109,375,42,390,2186,752,4287,812,Census Tract 211.01; San Diego County; California,6,73,21101
2966,1330,1636,10,10,1703,1352,333,4,854,9,9,299,256,219,51,780,408,153,2,2182,2885,106,959,52212,88,88,0,270,1135,204,2370,611,Census Tract 211.02; San Diego County; California,6,73,21102
3314,1560,1754,4,4,2496,2385,107,16,569,37,48,452,295,114,99,538,749,21,44,2278,3199,199,209,93370,11,340,0,312,1449,542,2741,321,Census Tract 212.02; San Diego County; California,6,73,21202
5941,2754,3187,108,96,5128,4914,6,2,640,16,16,90,1046,475,379,873,1146,83,0,4233,5542,110,506,138061,158,286,0,566,3049,1163,5858,523,Census Tract 212.04; San Diego County; California,6,73,21204
7168,3727,3441,305,305,5189,4449,14,37,1904,241,276,651,898,501,243,753,1871,269,25,5049,6834,262,1046,96402,230,1054,0,957,3043,1269,6861,916,Census Tract 212.05; San Diego County; California,6,73,21205
3358,1668,1690,57,57,2586,2384,7,20,796,18,18,263,557,155,197,477,721,48,0,2315,3283,27,148,135000,48,141,0,430,1751,568,3231,477,Census Tract 212.06; San Diego County; California,6,73,21206
6735,2307,4428,136,118,4539,3945,90,19,1812,416,423,586,565,281,272,1138,1151,515,247,4672,6358,97,425,127074,102,526,65,585,2579,878,4534,716,Census Tract 213.02; San Diego County; California,6,73,21302
3215,1478,1737,66,61,2559,2332,27,0,731,18,18,165,530,191,240,558,573,55,13,2320,2906,35,81,167500,20,426,0,397,1828,591,3110,298,Census Tract 213.04; San Diego County; California,6,73,21304
3936,2095,1841,138,138,2758,2474,6,0,949,18,18,178,508,418,351,614,548,109,65,2803,3765,59,53,132475,65,646,20,319,1734,684,3907,647,Census Tract 213.05; San Diego County; California,6,73,21305
5069,2547,2522,676,676,2706,1396,0,0,2528,172,172,266,1021,230,505,604,796,88,39,3553,4905,158,468,157008,181,1245,0,716,2778,1267,4914,431,Census Tract 213.06; San Diego County; California,6,73,21306
4242,1873,2369,150,150,3172,2804,0,0,899,217,256,363,974,199,304,216,536,0,0,2521,3839,55,400,102350,153,346,740,605,1856,912,3410,164,Census Tract 214.01; San Diego County; California,6,73,21401
3056,1545,1511,157,157,1692,1596,203,0,975,16,16,652,625,75,411,412,421,71,122,2394,2822,212,431,97470,41,1077,0,244,1200,839,2922,188,Census Tract 214.02; San Diego County; California,6,73,21402
3892,1700,2192,1385,1385,2097,1805,12,13,440,0,0,35,811,134,906,131,118,15,7,2551,3764,0,35,250001,44,1479,0,512,2234,1439,3880,137,Census Tract 215.01; San Diego County; California,6,73,21501
9042,4911,4131,3304,3304,4467,4091,0,69,653,44,44,299,2499,271,1084,479,364,125,43,5796,8630,378,658,176076,124,3742,35,1563,4451,3078,8789,523,Census Tract 215.02; San Diego County; California,6,73,21502
2922,1127,1795,117,117,2177,1632,33,11,865,132,154,118,400,94,191,247,527,5,6,1728,2743,11,264,111023,10,362,1066,357,1258,322,1625,135,Census Tract 216; San Diego County; California,6,73,21600
1987,1078,909,118,102,1603,1472,0,0,253,51,59,17,627,130,261,93,161,30,0,1551,1931,34,51,213125,23,141,27,166,1092,562,1918,236,Census Tract 218; San Diego County; California,6,73,21800
3089,1396,1693,207,204,866,268,12,0,2376,149,149,662,209,158,45,440,587,207,185,1962,2987,192,607,42976,213,989,510,325,1088,118,2139,280,Census Tract 219; San Diego County; California,6,73,21900
4357,1961,2396,1347,1308,1288,649,0,0,2208,113,113,608,318,371,97,809,837,228,106,3139,3969,395,296,66801,116,1657,0,481,1344,462,3893,773,Census Tract 220; San Diego County; California,6,73,22000
2279,1110,1169,189,189,1686,1660,0,62,77,29,29,0,570,138,230,313,138,0,0,1697,2212,6,65,156678,33,313,19,224,1295,765,2209,179,Census Tract 221.01; San Diego County; California,6,73,22101
7322,3826,3496,885,885,4334,4138,16,0,1619,147,147,390,2084,239,831,253,657,132,35,4874,7144,151,535,143056,113,1522,0,1064,3133,2014,7077,617,Census Tract 221.02; San Diego County; California,6,73,22102
